12,n,9,milk from which some of the cream has been removed,
37049,05940140,n,9,several kinds of rum with fruit juice and usually apricot liqueur,
37050,05940285,n,9,an effervescent beverage (usually alcoholic),
37051,05940380,n,9,sweetened coffee with Irish whiskey and whipped cream,
37052,05940511,n,9,equal parts of coffee and hot milk,
37053,05940604,n,9,small cup of strong black coffee without milk or cream,
37054,05940726,n,9,coffee with the caffeine removed,
37055,05940833,n,9,brewed by forcing steam through powdered coffee beans,
37056,05940941,n,9,equal parts of espresso and hot milk topped with cinnamon and nutmeg and usually whipped cream,
37057,05941110,n,9,strong sweetened coffee served over ice with cream,
37058,05941231,n,9,superior dark coffee made from beans from Arabia,
37059,05941331,n,9,flavoring made from mixed coffee and chocolate,
37060,05941429,n,9,flavoring made by boiling down the juice of the bitter cassava; used in West Indian cooking,
37061,05941576,n,9,drink made from pulverized coffee beans; usually sweetened,
37062,05941695,n,9,milk flavored with chocolate syrup,
37063,05941790,n,9,a beverage made from juice pressed from apples,
37065,05942123,n,9,unfermented cider,
37066,05942216,n,9,sweet cider heated with spices and citrus fruit,
37067,05942322,n,9,a fermented and often effervescent beverage made from juice of pears; similar in taste to hard cider,
37068,05942474,n,9,any alcoholic beverage of inferior quality,
37069,05942569,n,9,made from baking chocolate or cocoa powder and milk and sugar,
37070,05942729,n,9,cocoa of superior quality,
37071,05942808,n,9,a drink with ice cream floating in it,
37072,05942950,n,9,an ice-cream soda made with ice cream floating in root beer,
37073,05943071,n,9,frothy drink of milk and flavoring and sometimes fruit or ice cream,
37074,05943269,n,9,a milkshake with egg in it,
37075,05943350,n,9,thick milkshake containing ice cream,
37076,05943439,n,9,liqueur poured over shaved ice,
37077,05943522,n,9,the liquid part that can be extracted from fruits and vegetables,
37078,05943746,n,9,drink produced by squeezing or crushing fruit,
37079,05943989,n,9,fruit juice especially when undiluted,
37080,05944079,n,9,bottled juice of apples,
37081,05944160,n,9,always diluted and sweetened,
37082,05944250,n,9,bottled juice of grapes,
37083,05944331,n,9,bottled juice of grapes,
37084,05944417,n,9,bottled or fresh-squeezed juice of oranges,
37085,05944536,n,9,orange juice that has been concentrated and frozen,
37086,05944697,n,9,bottled or canned pineapple juice,
37087,05944792,n,9,usually fresh-squeezed juice of lemons,
37088,05944888,n,9,usually fresh-squeezed juice of limes,
37089,05944982,n,9,juice from papayas,
37090,05945059,n,9,bottled or canned juice of tomatoes,
37091,05945153,n,9,usually fresh-squeezed juice of carrots,
37092,05945251,n,9,brand name for canned mixed vegetable juices,
37093,05945351,n,9,an alcoholic beverage made from fermented mare's milk; made originally by nomads of central Asia,
37094,05945509,n,9,a sweetened beverage of diluted fruit juice,
37095,05945670,n,9,sweetened beverage of diluted lemon juice,
37096,05945766,n,9,sweetened beverage of lime juice and water,
37097,05945862,n,9,sweetened beverage of diluted orange juice,
37098,05945960,n,9,powder made of dried milk and malted cereals,
37099,05946062,n,9,a milkshake made with malt powder,
37100,05946169,n,9,South American tea-like drink made from leaves of a South American holly called mate,
37101,05946304,n,9,wine heated with sugar and spices and often citrus fruit,
37102,05946454,n,9,wine and hot water with sugar and lemon juice and nutmeg,
37103,05946581,n,9,nonalcoholic beverage (usually carbonated),
37104,05946896,n,9,a sweet drink containing carbonated water and flavoring; 'in New England they call sodas tonics',
37106,05947220,n,9,tart lemon-flavored carbonated drink,
37108,05947528,n,9,sweet carbonated drink flavored with vanilla,
37109,05947629,n,9,made of milk and flavored syrup with soda water,
37110,05947732,n,9,ginger-flavored carbonated drink,
37111,05947853,n,9,orange-flavored carbonated drink,
37112,05947943,n,9,carbonated drink with fruit syrup and a little phosphoric acid,
37113,05948061,n,9,Coca_Cola is a trademarked cola,
37114,05948155,n,9,Pepsi_Cola is a trademarked cola,
37115,05948252,n,9,carbonated drink containing extracts of roots and herbs,
37116,05948363,n,9,carbonated drink flavored with an extract from sarsaparilla root or with birch oil and sassafras,
37117,05948537,n,9,lime- or lemon-flavored carbonated water containing quinine,
37118,05948716,n,9,a seed of the coffee tree; ground to make coffee,
37119,05948884,n,9,a beverage consisting of an infusion of ground coffee beans; 'he ordered a cup of coffee',
37120,05949269,n,9,black coffee with cognac and lemon peel and sugar,
37121,05949391,n,9,a punch made of fruit juices mixed with water or soda water (with or without alcohol),
37122,05949534,n,9,a punch made of spirits and milk and sugar and spices,
37123,05949644,n,9,a mixed drink containing champagne and orange juice,
37124,05949748,n,9,an iced mixed drink usually containing alcohol and prepared for multiple servings; normally served in a punch bowl,
37125,05950058,n,9,punch served in a pitcher instead of a punch bowl,
37126,05950193,n,9,a punch containing a sparkling wine,
37127,05950288,n,9,a punch made of claret and brandy with lemon juice and sugar and sometimes sherry or curacao and fresh fruit,
37128,05950472,n,9,sweetened ale or wine heated with spices and roasted apples; especially at Christmas,
37129,05950610,n,9,rum and lime or lemon juice with sugar and sometimes bitters,
37130,05950751,n,9,make of rums and brandy and water or tea sweetened with sugar syrup,
37131,05950881,n,9,moselle and sugar and sparkling water or champagne flavored with sweet woodruff,
37132,05951034,n,9,sweetened milk or cream mixed with eggs and usually alcoholic liquor,
37133,05951155,n,9,Scandinavian punch made of claret and aquavit with spices and raisins and orange peel and sugar,
37134,05951302,n,9,a drink resembling beer; made from fermented cassava juice,
37135,05951433,n,9,made of sweetened lime juice and soda water usually with liquor,
37136,05951567,n,9,a rickey made with gin,
37138,05951959,n,9,a measured amount of tea in a bag for an individual serving of tea,
37139,05952079,n,9,a beverage made by steeping tea leaves in water; 'iced tea is a cooling drink',
37140,05952299,n,9,(British) a cup of tea,
37141,05952382,n,9,tea-like drink made of leaves of various herbs,
37142,05952514,n,9,infusion of e.g. dried or fresh flowers or leaves,
37143,05952634,n,9,tea-like drink made from camomile leaves and flowers,
37144,05952764,n,9,strong tea served over ice,
37145,05952855,n,9,fermented tea leaves,
37146,05952967,n,9,black tea grown in China,
37147,05953089,n,9,a superior grade of black tea; grown in India and Sri Lanka and Java,
37148,05953224,n,9,tea leaves that have been steamed and dried without fermenting,
37149,05953342,n,9,tea leaves that have been semi-fermented before being dried; grown in China,
37150,05953470,n,9,pure natural water from a stream or brook; often distinguished from soda water,
37151,05953607,n,9,water from a spring,
37152,05953685,n,9,water sweetened with sugar,
37153,05953769,n,9,water directly from the spigot,
37154,05953855,n,9,water suitable for drinking,
37155,05954051,n,9,water served ice-cold or with ice,
37156,05954140,n,9,effervescent beverage artificially charged with carbon dioxide,
37157,05954337,n,9,water naturally or artificially impregnated with mineral salts or gasses; often effervescent; often used therapeutically,
37158,05954571,n,9,naturally effervescent mineral water,
37159,05954661,n,9,sparkling mineral water from springs at Vichy France or similar to it,
37160,05954788,n,9,a strong solution of salt and water used for pickling,
37162,05955009,n,9,foods that will decay rapidly if not refrigerated,
37164,05955294,n,9,an orderly grouping (of things or persons),
37165,05955484,n,9,a wandering or disorderly grouping (of things or persons); 'a straggle of outbuildings'; 'a straggle of followers',
37166,05955653,n,9,an orderly arrangement: 'an array of troops in battle order',
37167,05955891,n,9,a group of people or things arranged by class or category,
37168,05956044,n,9,classification into two opposed parts: 'the dichotomy between eastern and western culture',
37169,05956190,n,9,a group of genetically identical cells or organisms derived from a single cell or individual by some kind of asexual reproduction,
37170,05956378,n,9,a basic group of natural objects,
37171,05956482,n,9,one of five biological categories: Monera or Protista or Plantae or Fungi or Animalia,
37172,05956784,n,9,(biology) a taxonomic group comprising a major division of a kingdom,
37173,05956909,n,9,the taxonomic kingdom comprising all living or extinct plants,
37174,05957058,n,9,all inorganic objects; contrasts with animal and plant kingdoms,
37175,05957183,n,9,a group of plants or animals,
37176,05957400,n,9,a group of organisms sharing a specific genetic constitution,
37177,05957533,n,9,organisms sharing a specified genotype or the genotype (or peculiarities) so shared,
37178,05957670,n,9,all of the inhabitants of the earth; 'all the world loves a lover',
37179,05957883,n,9,(plural) any group of human beings (men or women or children) collectively; 'old people'; 'there were at least 200 people in the audience',
37180,05958778,n,9,a group people having approximately the same age,
37181,05958932,n,9,people who are old; 'special arrangements were available for the aged',
37182,05959071,n,9,young people collectively; 'rock music appeals to the young'; 'youth everywhere rises in revolt',
37183,05959245,n,9,people who are frustrated and perplexed; 'the children's faces clearly expressed the frustration of the baffled',
37184,05959411,n,9,people who have severe visual impairments; 'he spent hours reading to the blind',
37185,05959562,n,9,people viewed as members of a group; 'we need more young blood in this organization',
37186,05959698,n,9,people who are brave; 'the home of the free and the brave',
37187,05959826,n,9,people who are fearful and cautious; 'whitewater rafting is not for the timid',
37188,05959985,n,9,people who are condemned to eternal punishment; 'he felt he had visited the realm of the damned',
37189,05960134,n,9,people who are no longer living; 'they buried the dead',
37190,05960295,n,9,people who are still living; 'save your pity for the living',
37191,05960426,n,9,people who have severe hearing impairments; 'many of the deaf use sign language',
37192,05960576,n,9,people who are defeated; 'the Romans had no pity for the defeated',
37193,05960711,n,9,people who are crippled or otherwise physically handicapped,
37194,05960825,n,9,people who are destined to die soon; 'the agony of the doomed was in his voice',
37195,05960964,n,9,any hostile group of people; 'he viewed lawyers as the real enemy',
37197,05961376,n,9,the common people at a local level (as distinguished from the centers of political activity),
37198,05961526,n,9,people who are free; 'the home of the free and the brave',
37199,05961648,n,9,folks from your own home town,
37200,05961734,n,9,people who are confined to their homes,
37201,05961847,n,9,people who are homeless; 'the homeless lived on the city streets',
37202,05961967,n,9,people who been introduced to the mysteries of some field or activity; 'it is very familiar to the initiate',
37203,05962162,n,9,people who have not been introduced to the mysteries of some field or activity; 'it diverts the attention of the uninitiate',
37204,05962361,n,9,people who are mentally retarded; 'he started a school for the mentally retarded',
37205,05962506,n,9,people who have retreated; 'he had only contempt for the retreated',
37206,05962629,n,9,people who are sick; 'they devote their lives to caring for the sick',
37207,05962749,n,9,people who have been slain (as in battle),
37208,05962842,n,9,people who are wounded; 'they had to leave the wounded where they fell',
37209,05962976,n,9,people sharing some social relation,
37210,05963394,n,9,several things grouped together,
37311,05981374,n,9,a nonprofit library maintained for public use,
