5,n,9,Ethiopia is a republic in northeastern Africa formerly called Abyssinia,
42732,06928357,n,9,(Old Testament) Adam's wife in Judeo-Christian mythology: the first woman and mother of the human race; God created Eve from Adam's rib and placed Adam and Even in the Garden of Eden,
42733,06928589,n,9,Cain and Abel were the first children of Adam and Eve born after the Fall of Man; Cain killed Abel out of jealousy and was exiled by God,
42734,06928776,n,9,Cain and Abel were the first children of Adam and Eve born after the Fall of Man; Abel was killed by Cain,
42735,06928932,n,9,an imaginary person represented in a work of fiction (play or film or story); 'she is the main character in the novel',
42736,06929817,n,9,a mythical Greek hero; a warrior who fought against Troy in Homer's Iliad,
42737,06929941,n,9,in the Arabian Nights a boy who acquires a magic lamp from which he can summon a genie,
42738,06930081,n,9,(classical mythology) one of the heroes who sailed with Jason on the Argo in search of the Golden Fleece,
42739,06930240,n,9,an imaginary elephant that appears in a series of French books for children,
42740,06930367,n,9,a woman who guided Dante through Paradise in The Divine Comedy,
42741,06930484,n,9,(fairy tale) a monstrous villain who marries seven women; he kills the first six for disobedience,
42742,06930637,n,9,(Norse mythology) a Valkyrie who loved the hero Siegfried; when he deceived her she had him killed and then committed suicide,
100491,N0000086,n,10,,
42744,06931028,n,9,a legendary giant lumberjack of the north woods of US and Canada; had a blue ox named Babe; 'the lakes of Minnesota began when Paul Bunyan and Babe's footprints filled with water',
42745,06931292,n,9,hero of American folk tales; portrayed as an enormously strong black man who worked on the railroads and died from exhaustion after winning a contest with a steam drill,
42746,06931517,n,9,a young girl who is saved from her stepmother and stepsisters by her fairy godmother and a handsome prince,
42747,06931680,n,9,(Greek mythology) the husband of Medea and leader of the Argonauts who sailed in quest of the Golden Fleece,
42748,06931839,n,9,(Greek mythology) a princess of Colchis who aided Jason in taking the Golden Fleece from her father,
42749,06931990,n,9,a mythical Greek hero (Roman name Ulysses); his return to Ithaca after the siege of Troy was described in Homer's Odyssey,
42751,06932428,n,9,(Greek mythology) a hero noted for his many great deeds: killed Procrustes and the Minotaur and defeated the Amazons,
42752,06932598,n,9,(Greek mythology) a wicked king and son of Zeus; condemned in Hades to stand in water that receded when he tried to drink and beneath fruit that receded when he reached for it,
42753,06932828,n,9,deity of the ancient Phrygians of west central Asia Minor,
42754,06932964,n,9,great nature goddess of ancient Phrygia in Asia Minor; counterpart of Greek Rhea and Roman Ops,
42755,06933168,n,9,a citizen of Liliput (the imaginary country in Gulliver's Travels),
42756,06933291,n,9,a mythical Greek hero of Homer's Iliad; a foremost Greek warrior at the siege of Troy; when he was a baby his mother tried to make him immortal by bathing him in a magical river but the heel by which she held him remained vulnerable--his 'Achilles' heel',
42757,06933600,n,9,a mythical Greek warrior who was a leader on the Trojan side of the Trojan War; hero of Virgil's Aeneid,
42758,06933756,n,9,(classical mythology) the king who lead the Greeks against Troy in the Trojan War,
42759,06933893,n,9,(classical mythology) a prophetess in Troy during the Trojan War whose predictions were true but were never believed,
42760,06934065,n,9,(Greek mythology) the daughter of King Oedipus who disobeyed her father and was condemned to death,
42761,06934218,n,9,(Greek mythology) the daughter of Agamemnon and Clytemnestra; persuaded her brother (Orestes) to avenge Agamemnon's death by helping her to kill Clytemnestra and her lover,
42762,06934443,n,9,(Greek mythology) the priest of Apollo who warned the Trojans to beware of Greeks bearing gifts when they wanted to accept the Trojan Horse; a god who favored the Greeks (Poseidon or Athena) sent snakes who coiled around Laocoon and his two twin sons killing them,
42763,06934760,n,9,(Greek mythology) a member of the warriors who followed Achilles on the expedition against Troy,
42764,06934910,n,9,(Greek mythology) a tragic king who unknowingly killed his father and married his mother; the subject of the drama Oedipus Rex by Sophocles,
42765,06935118,n,9,(Greek mythology) the blind prophet of Thebes who revealed to Oedipus that Oedipus had murdered his father and married his mother,
42766,06935302,n,9,a king of the Myrmidons and father of Achilles,
42767,06935401,n,9,the hero of a romance by Cervantes; chivalrous but impractical,
42768,06935521,n,9,the hero of a Spanish epic poem from the 12th century,
42769,06935627,n,9,a villainous Jew in Charles Dickens' novel 'Oliver Twist'; Fagin was a fence who trained boys as pickpockets,
42770,06935787,n,9,a dissolute character in Shakespeare's plays,
42771,06935906,n,9,an alchemist of German legend who sol his soul to the devil in exchange for knowledge,
42772,06936053,n,9,a fictional Englishman who travels to the imaginary land of Lilliput (in Jonathan Swift's Gulliver's Travels),
42773,06936217,n,9,(Greek mythology) a mythical Trojan who has killed by Achilles during the Trojan War,
42774,06936354,n,9,(Greek mythology) the beautiful daughter of Zeus and Leda who was abducted by Paris; the Greek army sailed to Troy to get her back which resulted in the Trojan War,
42775,06936585,n,9,(Greek mythology) a queen of Sparta who was raped by Zeus who had taken the form of a swan; Helen of Troy was conceived in the rape of Leda,
42776,06936775,n,9,a 6-inch tall inhabitant of Lilliput in Swift's Gulliver's Travels,
42777,06936899,n,9,the imaginary author of a collection of nursery rhymes,
42778,06937012,n,9,an incurable optimist in 'Candide' (a satire by Voltaire),
42779,06937124,n,9,a character in the commedia dell'arte; portrayed as a foolish old man,
42780,06937249,n,9,a buffoon in modern pantomimes; the butt of jokes,
42781,06937354,n,9,a male character in French pantomime; usually dressed in white with a whitened face,
42782,06937491,n,9,a mischievous boy in a novel by Mark Twain,
42783,06937596,n,9,a man raised by apes who was the hero of a series of novels by Edgar Rice Burroughs,
42786,06937964,n,9,a personification of the US government,
42787,06938058,n,9,a fictitious detective in stories by A. Conan Doyle,
42788,06938180,n,9,a person considered as a unique individual; 'one's own self',
42790,06938480,n,9,a fully developed person from maturity onward,
42791,06939020,n,9,a person who enjoys taking risks,
42792,06939289,n,9,someone who has a special interest in exceptional cases,
42793,06939400,n,9,a person who is unusual,
42794,06939710,n,9,a person who seems to be displaced in time; who belongs to another age,
42795,06939838,n,9,a habitual liar (after a New Testament character who was struck dead for lying),
42796,06939971,n,9,a Parisian gangster,
42797,06940043,n,9,a person who requests or seeks something such as assistance or employment or admission,
42798,06940339,n,9,a person who is appointed to a job or position,
42799,06940455,n,9,someone who is considered for something (for an office or prize or honor etc.),
42800,06940600,n,9,someone engaged in a dangerous but potentially rewarding adventure,
42801,06940721,n,9,a person who is present,
42802,06940836,n,9,an agent who conducts an auction,
42803,06940925,n,9,a person who does harm to others,
42804,06941176,n,9,a psychologist who subscribes to behaviorism,
42805,06941293,n,9,a person who helps people or institutions,
42806,06941598,n,9,a woman benefactor,
42807,06941675,n,9,a person who invests capital in a business (especially a large business),
42808,06941930,n,9,a person who captures and holds people or animals,
42809,06942068,n,9,one of a group of founders,
42810,06942150,n,9,a person who holds no title,
42811,06942405,n,9,a person who communicates with others,
42812,06943041,n,9,someone appointed by a court to assume responsibility for the interests of a minor or incompetent person,
42814,06943450,n,9,a composer who specializes in counterpoint,
42815,06943570,n,9,an investor who deliberately decides to go against the prevailing wisdom of other investors,
42816,06943718,n,9,a person who uses goods or services,
42817,06943970,n,9,an Italian farmer,
42818,06944043,n,9,a person who participates in competitions,
42819,06944339,n,9,a an eccentric or undignified rustic; 'I'll be a gone coon when the battle starts',
42820,06944472,n,9,one of two people or more who sign the same document,
42821,06944593,n,9,a person who shows fear or timidity,
42822,06944789,n,9,a person who grows or makes or invents things,
42823,06945104,n,9,a person who cares for persons or property,
42824,06945440,n,9,a person who disputes; who is good at or enjoys controversy,
42825,06945718,n,9,a person who uses scientific knowledge to solve practical problems,
42826,06946108,n,9,a specialist in wine making,
42827,06946221,n,9,a person who holds a commissioned rank in the US Navy or Coast Guard; below lieutenant junior grade,
42828,06946373,n,9,a person who tries to please or amuse,
42829,06946576,n,9,an orator who delivers eulogies or panegyrics,
42830,06946689,n,9,a worker who excavates for foundations of buildings or for quarrying,
42831,06946813,n,9,a former gambler,
42832,06946886,n,9,a former mayor,
42833,06946955,n,9,a research worker who conducts experiments,
42834,06947056,n,9,a person who performs skillfully,
42835,06947753,n,9,a former president,
42836,06947830,n,9,an expert whose views are taken as definitive; 'he is an authority on corporate law',
42837,06948078,n,9,(synecdoche) a part of a person is used to refer to a person; 'he looked out at a roomful of faces'; 'when he returned to work he met many new faces',
42838,06948278,n,9,a person who belongs to the sex that can have babies,
42839,06948508,n,9,a garmentmaker who performs the finishing steps,
42840,06948621,n,9,a person who is good to other people,
42841,06948859,n,9,a person who pursues independent thought or action,
42842,06949059,n,9,a person who lives in a particular place,
42844,06949722,n,9,a person who lacks knowledge of evil,
42845,06949872,n,9,a person who uses the mind creatively,
42846,06950430,n,9,a youthful person,
42847,06950629,n,9,a person who loves or is loved,
42848,06950891,n,9,a person who rules or guides or inspires others,
42849,06951621,n,9,a person who belongs to the sex that cannot have babies,
42850,06951922,n,9,a negotiator who acts as a link between parties,
42851,06952194,n,9,"a person who receives, invests or pays out money",
42852,06952425,n,9,a therapist who practices naprapathy,
42854,06952738,n,9,a philosopher who subscribes to nativism,
42855,06952833,n,9,a person who does not manifest devotion to a deity,
42856,06953093,n,9,a person who does nothing,
42857,06953318,n,9,a person who is of equal standing with another in a group,
42858,06953561,n,9,a person who becomes aware of through the senses,
42859,06953813,n,9,a person who goes before or announces the coming of another,
42860,06953959,n,9,a person who belongs to early stage of civilization,
42861,06954283,n,9,the winner of a lottery,
42862,06954382,n,9,a person who gets something,
42863,06954710,n,9,a person who manifests devotion to a deity,
42864,06955207,n,9,a person who enjoys sensuality,
42865,06955402,n,9,"someone who sells tickets (e.g., theater seats or travel accommodations)",
42866,06955549,n,9,a person who changes location,
42867,06956167,n,9,a person who suffers misfortune,
42868,06956583,n,9,a person who for some reason is not wanted or welcome,
42869,06956899,n,9,a person who is not pleasant or agreeable,
42870,06957548,n,9,a person who lacks technical training,
42871,06957738,n,9,a person who works at a specific job; 'he is a good worker',
42872,06958552,n,9,a person who transgresses moral or civil law,
42873,06958987,n,9,a native or inhabitant of Africa,
42874,06959973,n,9,an African who is Black,
