,ἀτρύμων,a,aps---cn3n,ἀτρύμων ἀτρύμων ἀτρύμον,ἀτρύμων,0
19343,β01396,βουκαῖος,n,n-s---mn2-,βουκαίου,βουκαῖος,0
19344,β01395,βουκανάω,v,----------,,βουκανάω,0
19345,β01394,βουκανῆ,n,----------,,βουκανῆ,0
19348,β01399,βουκαρδία,n,n-s---fn1l,βουκαρδίας,βουκαρδία,0
19349,β01400,βουκάτιος,n,n-s---mn2-,βουκατίου,βουκάτιος,0
19350,β01401,βούκελλα,n,n-s---fn1s,βούκελλας,βούκελλα,0
19351,β01402,βουκέντης,n,n-s---mn1e,βουκέντου,βουκέντης,0
19352,β01403,βούκεντρον,n,n-s---nn2-,βουκέντρου,βούκεντρον,0
19354,β01405,βούκερας,n,----------,,βούκερας,0
19355,β01406,βουκέρως,n,----------,,βουκέρως,0
19356,β01407,βουκεφάλας,n,n-s---mn1a,βουκεφάλου,βουκεφάλας,0
19357,β01408,βουκεφάλιον,n,n-s---nn2-,βουκεφαλίου,βουκεφάλιον,0
19359,β01410,βουκινίζω,v,----------,,βουκινίζω,0
19360,β01411,βουκλόπος,n,----------,,βουκλόπος,0
19362,β01413,βουκολέω,v,----------,,βουκολέω,0
19364,β01415,βουκόλησις,n,n-s---fn3v,βουκολησέως,βουκόλησις,0
19365,β01416,βουκολητής,n,n-s---mn1e,βουκολητού,βουκολητής,0
19366,β01417,βουκολία,n,n-s---fn1l,βουκολίας,βουκολία,0
19367,β01418,βουκολιάζομαι,v,----------,,βουκολιάζομαι,0
19316,β01367,βουβωνοκήλη,n,n-s---fn1e,βουβωνοκήλης,βουβωνοκήλη,0
19370,β01421,βουκολίζω,v,----------,,βουκολίζω,0
19372,β01423,βουκολίνη,n,----------,,βουκολίνη,0
19373,β01424,βουκόλιον,n,n-s---nn2-,βουκολίου,βουκόλιον,0
19374,β01425,βουκολίς,n,n-s---fn3d,βουκολίδος,βουκολίς,0
19375,β01426,βουκολίσκος,n,n-s---mn2-,βουκολίσκου,βουκολίσκος,0
19376,β01427,βούκολος,n,n-s---mn2-,βουκόλου,βούκολος,0
19378,β01430,βουκόπια,n,n-p---nn2-,βουκοπίων,βουκόπια,0
19379,β01431,βουκόρυζα,n,----------,,βουκόρυζα,0
19381,β01148,βοῦκος,n,n-s---mn2-,βούκου,βοῦκος,0
19382,β01433,βουκράνιον,n,n-s---nn2-,βουκρανίου,βουκράνιον,0
19383,β01434,βούκρανος,a,aps---cn2-,βούκρανος βούκρανος βούκρανον,βούκρανος,0
19384,β01435,βούκριος,n,n-s---mn2-,βουκρίου,βούκριος,0
19386,β01437,βουλάπαθον,n,n-s---nn2-,βουλαπάθου,βουλάπαθον,0
19387,β01438,βουλαπτεροῦν,n,----------,,βουλαπτεροῦν,0
19388,β01439,βουλαρχέω,v,----------,,βουλαρχέω,0
19389,β01440,βουλαρχία,n,n-s---fn1l,βουλαρχίας,βουλαρχία,0
19391,β01442,βουλαφόρος,n,----------,,βουλαφόρος,0
19392,β01443,βουλαχεύς,n,n-s---mn3v,βουλαχέως,βουλαχεύς,0
19393,β01444,βουλαχέω,v,----------,,βουλαχέω,0
19394,β01445,βουλεία,n,n-s---fn1l,βουλείας,βουλεία,0
19395,β01447,βουλεῖον,n,n-s---nn2-,βουλείου,βουλεῖον,0
19396,β01446,βουλεκκλησία,n,n-s---fn1l,βουλεκκλησίας,βουλεκκλησία,0
19397,β01448,βούλευμα,n,n-s---nn3t,βουλεύματος,βούλευμα,0
19398,β01449,βουλευμάτιον,n,n-s---nn2-,βουλευματίου,βουλευμάτιον,0
19399,β01450,βουλεύς,n,n-s---mn3v,βουλέως,βουλεύς,0
19401,β01452,βουλευτέον,v,----------,,βουλευτέον,0
19404,β01455,βουλευτήριος,a,aps---cn2-,βουλευτήριος βουλευτήριος βουλευτήριον,βουλευτήριος,0
19405,β01456,βουλευτής,n,n-s---mn1e,βουλευτού,βουλευτής,0
19406,β01457,βουλευτικός,a,aps---mn1-,βουλευτικός βουλευτική βουλευτικόν,βουλευτικός,0
19407,β01458,βούλευτις,n,n-s---fn3d,βουλεύτιδος,βούλευτις,0
19408,β01459,βουλευτός,a,aps---mn1-,βουλευτός βουλευτή βουλευτόν,βουλευτός,0
19409,β01460,βουλεύω,v,----------,,βουλεύω,0
19410,β01461,βουλεψίη,n,----------,,βουλεψίη,0
19411,β01462,βουλή,n,n-s---fn1e,βουλῆς,βουλή,0
19412,β01463,βουληγορέω,v,----------,,βουληγορέω,0
19415,β01466,βουλήεις,a,aps---mn4i,βουλήεις βουλήεσσα βουλήεν,βουλήεις,0
19416,β01467,βούλημα,n,n-s---nn3t,βουλήματος,βούλημα,0
19417,β01468,βουλημάτιον,n,n-s---nn2-,βουληματίου,βουλημάτιον,0
19418,β01469,βούλησις,n,n-s---fn3v,βουλησέως,βούλησις,0
19369,β01420,βουκολιαστής,n,n-s---mn1e,βουκολιαστού,βουκολιαστής,0
19423,β01474,βουλιμίασις,n,n-s---fn3v,βουλιμιασέως,βουλιμίασις,0
19424,β01475,βουλιμιάω,v,----------,,βουλιμιάω,0
19425,β01476,βούλιμος,n,n-s---mn2-,βουλίμου,βούλιμος,0
19426,β01477,βουλιμώδης,a,aps---cn3s,βουλιμώδης βουλιμώδης βουλιμώ͂δες,βουλιμώδης,0
19427,β01478,βουλιμώττω,v,----------,,βουλιμώττω,0
19429,β01480,βούλλα,n,n-s---fn1l,βούλλας,βούλλα,0
19430,β01481,βουλογραφία,n,n-s---fn1l,βουλογραφίας,βουλογραφία,0
19431,β01482,βουλοκοπίδης,n,n-s---mn1e,βουλοκοπίδου,βουλοκοπίδης,0
19432,β01483,βούλομαι,v,----------,,βούλομαι,0
19434,β01485,βουλύσιος,n,----------,,βουλύσιος,0
19435,β01486,βούλυσις,n,n-s---fn3v,βουλυσέως,βούλυσις,0
19436,β01487,βουλυτός,n,----------,,βουλυτός,0
19437,β01488,βουμανές,n,----------,,βουμανές,0
19439,β01490,βουμελία,n,n-s---fn1l,βουμελίας,βουμελία,0
19440,β01491,βουμέτρης,n,n-s---mn1e,βουμέτρου,βουμέτρης,0
19441,β01492,βουμολγός,n,----------,,βουμολγός,0
19442,β01493,βούμυκοι,n,n-p---mn2-,βουμύκων,βούμυκοι,0
19443,β01494,βουναία,n,n-s---fn1l,βουναίας,βουναία,0
19444,β01495,βουνιάς,n,n-s---fn3d,βουνιάδος,βουνιάς,0
19445,β01496,βουνίζω,v,----------,,βουνίζω,0
19447,β01216,βοῦνις,n,n-s---fn3d,βούνιδος,βοῦνις,0
19448,β01498,βουνίτης,n,n-s---mn1e,βουνίτου,βουνίτης,0
19450,β01500,βουνοειδής,a,aps---cn5s,βουνοειδής βουνοειδής βουνοειδές,βουνοειδής,0
19451,β01501,βουνομέω,v,----------,,βουνομέω,0
19452,β01502,βουνομία,n,n-s---fn1l,βουνομίας,βουνομία,0
19454,β01504,βουνός,n,n-s---mn2-,βουνοῦ,βουνός,0
19455,β01505,βουνώδης,a,aps---cn3s,βουνώδης βουνώδης βουνώ͂δες,βουνώδης,0
19456,β01506,βούπαις,n,n-s---mn3d,βούπαιδος,βούπαις,0
19457,β01507,βουπάλινα,n,n-p---nn2-,βουπαλίνων,βουπάλινα,0
19458,β01508,βούπαλις,n,----------,,βούπαλις,0
19460,β01510,βούπεινα,n,n-s---fn1s,βούπεινας,βούπεινα,0
19461,β01511,βουπελάτης,n,n-s---mn1e,βουπελάτου,βουπελάτης,0
19463,β01513,βουπλάστης,n,n-s---mn1e,βουπλάστου,βουπλάστης,0
19464,β01514,βούπλευρος,n,----------,,βούπλευρος,0
19466,β01516,βούπληκτρος,a,aps---cn2-,βούπληκτρος βούπληκτρος βούπληκτρον,βούπληκτρος,0
19467,β01517,βουπλήξ,n,----------,,βουπλήξ,0
19468,β01518,βουποίητος,a,aps---cn2-,βουποίητος βουποίητος βουποίητον,βουποίητος,0
19469,β01519,βουποίμην,n,----------,,βουποίμην,0
19470,β01520,βουπόλος,a,aps---cn2-,βουπόλος βουπόλος βουπόλον,βουπόλος,0
19471,β01521,βουπομπός,a,aps---cn2-,βουπομπός βουπομπός βουπομπόν,βουπομπός,0
19422,β01473,βουλιμία,n,n-s---fn1l,βουλιμίας,βουλιμία,0
19477,β01527,βούπτινον,n,----------,,βούπτινον,0
19478,β01528,βουργάριος,n,n-s---mn2-,βουργαρίου,βουργάριος,0
19479,β01529,βουρδών,n,----------,,βουρδών,0
19480,β01530,βούρινον,n,n-s---nn2-,βουρίνου,βούρινον,0
19482,β01532,βούρυγχος,n,n-s---mn2-,βουρύγχου,βούρυγχος,0
19483,β01271,βοῦς,n,n-s---mn3-,βοός,βοῦς,0
19484,β01533,βουσέλινον,n,n-s---nn2-,βουσελίνου,βουσέλινον,0
19485,β01534,βουσκαφέω,v,----------,,βουσκαφέω,0
19486,β01535,βουσόη,n,n-s---fn1e,βουσόης,βουσόη,0
19487,β01536,βουσόος,n,----------,,βουσόος,0
19488,β01537,βουσός,n,----------,,βουσός,0
19489,β01538,βούσταθμον,n,n-s---nn2-,βουστάθμου,βούσταθμον,0
19490,β01539,βουστάς,n,n-s---fn3d,βουστάδος,βουστάς,0
19492,β01541,βουστάσιον,n,n-s---nn2-,βουστασίου,βουστάσιον,0
19493,β01542,βούστασις,n,n-s---fn3v,βουστασέως,βούστασις,0
19495,β01544,βούστροφος,a,aps---cn2-,βούστροφος βούστροφος βούστροφον,βούστροφος,0
19496,β01545,βούσυκον,n,n-s---nn2-,βουσύκου,βούσυκον,0
19497,β01546,βουσφαγέω,v,----------,,βουσφαγέω,0
19498,β01547,βούταλις,n,----------,,βούταλις,0
19499,β01548,βούτης,n,n-s---mn1e,βούτου,βούτης,0
19501,β01317,βοῦτις,n,----------,,βοῦτις,0
19502,β01550,βούτομον,n,n-s---nn2-,βουτόμου,βούτομον,0
19504,,Βουτράγιος,n,n-s---mn2-,Βουτραγίου,Βουτράγιος,0
19505,β01552,βούτραγος,n,n-s---mn2-,βουτράγου,βούτραγος,0
19507,β01554,βουτροφία,n,n-s---fn1l,βουτροφίας,βουτροφία,0
19508,β01555,βουτρόφος,a,aps---cn2-,βουτρόφος βουτρόφος βουτρόφον,βουτρόφος,0
19509,β01556,βούτρωκτον,n,n-s---nn2-,βουτρώκτου,βούτρωκτον,0
19510,β01557,βουτύπος,n,n-s---mn2-,βουτύπου,βουτύπος,0
19511,β01558,βουτύρινος,n,----------,,βουτύρινος,0
19512,β01559,βούτυρον,n,n-s---nn2-,βουτύρου,βούτυρον,0
19513,β01561,βουτυροφάγος,n,n-s---mn2-,βουτυροφάγου,βουτυροφάγος,0
19514,β01562,βουφάγος,n,----------,,βουφάγος,0
19516,β01564,βούφθαλμος,n,n-s---mn2-,βουφθάλμου,βούφθαλμος,0
19517,β01565,βουφονέω,v,----------,,βουφονέω,0
19518,β01566,βουφόνια,n,n-p---nn2-,βουφονίων,βουφόνια,0
19519,β01567,βουφονιών,n,n-s---mn3n,βουφονιῶνος,βουφονιών,0
19521,β01569,βουφορβέω,v,----------,,βουφορβέω,0
19523,β01571,βουφορβός,a,aps---cn2-,βουφορβός βουφορβός βουφορβόν,βουφορβός,0
19524,β01572,βούφορτος,a,aps---cn2-,βούφορτος βούφορτος βούφορτον,βούφορτος,0
19525,β01573,βουχανδής,a,aps---cn5s,βουχανδής βουχανδής βουχανδές,βουχανδής,0
19526,β01574,βουχρώς,n,----------,,βουχρώς,0
19474,β01524,βούπρηστις,n,n-s---fn3d,,βούπρηστις,0
19529,β01577,βοωνέω,v,----------,,βοωνέω,0
19530,β01578,βοώνης,n,n-s---mn1e,βοώνου,βοώνης,0
19532,β01580,βοωνία,n,n-s---fn1l,βοωνίας,βοωνία,0
19533,β01237,βοῶπις,a,aps---fn--,βοῶπις,βοῶπις,0
19534,β01581,βοωτέω,v,----------,,βοωτέω,0
19535,β01582,βοώτης,n,n-s---mn1e,βοώτου,βοώτης,0
19536,β01583,βοωτία,n,n-s---fn1l,βοωτίας,βοωτία,0
19537,β01584,βόωψ,n,n-s---mn3l,βόωπος,βόωψ,0
19538,β01585,βρᾷ,n,----------,,βρᾷ,0
19540,β01589,βραβεῖον,n,n-s---nn2-,βραβείου,βραβεῖον,0
19541,β01590,βράβευμα,n,n-s---nn3t,βραβεύματος,βράβευμα,0
19542,β01591,βραβεύς,n,n-s---mn3v,βραβέως,βραβεύς,0
19543,β01592,βραβευτής,n,n-s---mn1e,βραβευτού,βραβευτής,0
19544,β01593,βραβεύω,v,----------,,βραβεύω,0
19545,β01594,βραβύλη,n,----------,,βραβύλη,0
19547,β01596,βράβυλος,n,----------,,βράβυλος,0
19548,β01597,βράγος,n,----------,,βράγος,0
19550,β01599,βραγχάω,v,----------,,βραγχάω,0
19551,β01600,βραγχεία,n,n-s---fn1l,βραγχείας,βραγχεία,0
19552,β01601,βράγχη,n,n-s---fn1e,βράγχης,βράγχη,0
19553,β01602,βραγχιάω,v,----------,,βραγχιάω,0
19556,β01605,βραγχιώδης,a,aps---cn3s,βραγχιώδης βραγχιώδης βραγχιώ͂δες,βραγχιώδης,0
19557,β01606,βραγχοειδής,a,aps---cn5s,βραγχοειδής βραγχοειδής βραγχοειδές,βραγχοειδής,0
19558,β01607,βράγχος,n,n-s---mn2-,βράγχου,βράγχος,0
19559,β01608,βραγχός,a,aps---mn1-,βραγχός βραγχή βραγχόν,βραγχός,0
19560,β01609,βραγχώδης,a,aps---cn3s,βραγχώδης βραγχώδης βραγχώ͂δες,βραγχώδης,0
19561,β01610,βραδανίζω,v,----------,,βραδανίζω,0
19562,β01611,βράδινος,n,----------,,βράδινος,0
19563,β01751,βρᾴδιον,n,----------,,βρᾴδιον,0
19564,β01612,βράδος,n,----------,,βράδος,0
19566,β01614,βραδυβάμων,n,----------,,βραδυβάμων,0
19567,β01615,βραδυβουλία,n,n-s---fn1l,βραδυβουλίας,βραδυβουλία,0
19569,β01617,βραδυγενής,a,aps---cn5s,βραδυγενής βραδυγενής βραδυγενές,βραδυγενής,0
19570,β01618,βραδύγλωσσος,a,aps---cn2-,βραδύγλωσσος βραδύγλωσσος βραδύγλωσσον,βραδύγλωσσος,0
19571,β01619,βραδυδινής,a,aps---cn5s,βραδυδινής βραδυδινής βραδυδινές,βραδυδινής,0
19573,β01621,βραδυθάνατος,a,----------,,βραδυθάνατος,0
19574,β01622,βραδύκαρπος,a,aps---cn2-,βραδύκαρπος βραδύκαρπος βραδύκαρπον,βραδύκαρπος,0
19576,β01624,βραδυκίνητος,a,----------,,βραδυκίνητος,0
19577,β01625,βραδυκρίσιμος,a,----------,,βραδυκρίσιμος,0
19578,β01626,βραδυλογία,n,n-s---fn1l,βραδυλογίας,βραδυλογία,0
19730,β01777,βρεφοτροφέω,v,----------,,βρεφοτροφέω,0
19528,β01576,βοών,n,n-s---mn3n,βοῶνος,βοών,0
19582,β01630,βραδύνω,v,----------,,βραδύνω,0
19584,β01632,βραδυπεπτέω,v,----------,,βραδυπεπτέω,0
19585,β01633,βραδύπεπτος,a,aps---cn2-,βραδύπεπτος βραδύπεπτος βραδύπεπτον,βραδύπεπτος,0
19586,β01634,βραδυπεψία,n,n-s---fn1l,βραδυπεψίας,βραδυπεψία,0
19587,β01635,βραδυπλοέω,v,----------,,βραδυπλοέω,0
19589,β01637,βραδυπορέω,v,----------,,βραδυπορέω,0
19590,β01638,βραδυπόρος,a,aps---cn2-,βραδυπόρος βραδυπόρος βραδυπόρον,βραδυπόρος,0
19591,β01639,βραδύπους,n,----------,,βραδύπους,0
19592,β01640,βραδύς,a,aps---mn4u,βραδύς βραδεῖα βραδύ,βραδύς,0
19593,β01641,βραδυσιτέω,v,----------,,βραδυσιτέω,0
19594,β01642,βραδυσκελής,a,aps---cn5s,βραδυσκελής βραδυσκελής βραδυσκελές,βραδυσκελής,0
19595,β01643,βραδυσμός,n,----------,,βραδυσμός,0
19597,β01645,βραδυτής,a,aps---fn3-,βραδυτής,βραδυτής,0
19599,β01647,βράζω,v,----------,,βράζω,0
